clf,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,F1_mean,F1_std,roc_auc_mean,roc_auc_std
LR,0.951458510228451,0.000854601230736671,0.75,0.3535533905932738,0.008081632653061225,0.011067172133931314,0.9997942386831277,0.00046009629166660423,0.015692307692307693,0.021494460549628284,0.8396643151087597,0.005577275661080504
